gene_symbol|functions|functions_reference|processes|processes_reference|components|components_reference
FAM76A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM76B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
PDXP|Acid phosphatase activity (GO:0003993)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
LY6K|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
AAK1|Cytoskeletal protein binding (GO:0008092)|-|Transport (GO:0006810)|-|Cytoskeleton (GO:0005856)|11877461
EPHX1|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783);Nucleus (GO:0005634);Endosome (GO:0005768)|7835893;7892276
EPHX2|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Peroxisome (GO:0005777)|6185139;8342951
LY75|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|9553150;9862343
FBP1|Hydrolase activity (GO:0016787)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|9380240
FBP2|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|-
PDYN|Peptide hormone (GO:0005180)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737);Extracellular (GO:0005576)|10871647
BAZ1B|Transcription regulator activity (GO:0030528)|9828126;10662543;12837248;11980720;9858827|Regulation of gene expression, epigenetic (GO:0040029);Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|10662543;9828126;11980720;9858827;12837248|Nucleus (GO:0005634);Nucleolus (GO:0005730)|11980720;15635413
FAM77C|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM77D|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
BAZ1A|DNA binding (GO:0003677)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10880450
GPM6A|Ion channel activity (GO:0005216)|-|Neurogenesis (GO:0007399)|8661015|Plasma membrane (GO:0005886)|12493773
GPM6B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Plasma membrane (GO:0005886);Cytoplasm (GO:0005737)|11749036;8398137;8661015
LY86|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886);Extracellular (GO:0005576)|9763566;9686597
BAZ2A|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleolus (GO:0005730)|11532953
BAZ2B|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|10662543
FAM78B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM78A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
LY96|Receptor binding (GO:0005102)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|11976338
M6PRBP1|Transporter activity (GO:0005215)|-|Transport (GO:0006810)|-|Extracellular (GO:0005576);Endosome (GO:0005768);Cytoplasm (GO:0005737)|10393528;9590177
ABCB11|Transporter activity (GO:0005215)|-|Transport (GO:0006810)|-|Plasma membrane (GO:0005886)|11172067;9545351
ABCB10|Auxiliary transport protein activity (GO:0015457)|-|Transport (GO:0006810)|-|Mitochondrion (GO:0005739)|10922475
FAM79A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
FAM79B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
AAMP|Cell adhesion molecule activity (GO:0005194)|-|Cell growth and/or maintenance (GO:0008151)|-|Extracellular (GO:0005576)|10329261;11969303
B3GALNT2|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Integral to membrane (GO:0016021)|14724282
B3GALNT1|Galactosyltransferase activity (GO:0008378)|9582303;10993897|Energy pathways (GO:0006091)|10993897|Plasma membrane (GO:0005886);Endoplasmic reticulum (GO:0005783)|10993897;6425294
FBS1|Cytokine activity (GO:0005125)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|9809749
ZYG11B|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ZYG11A|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
UFC1|Molecular function unknown (GO:0005554)|-|Protein metabolism (GO:0019538)|-|-|-
CAB39|Calcium ion binding (GO:0005509)|-|Biological_process unknown (GO:0000004)|-|-|-
ZNF816A|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
IL12A|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|1350290
IL12B|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|10419056
CPEB1|RNA binding (GO:0003723)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|11223249
CPEB2|RNA binding (GO:0003723)|12672660|Regulation of translation (GO:0006445);Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|12672660|Cytoplasm (GO:0005737)|12672660
CPEB3|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
CPEB4|RNA binding (GO:0003723)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737)|-
DLST|Acyltransferase activity (GO:0008415)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739);Plasma membrane (GO:0005886)|2365294;1943690;9405249;3753002;3571202
APAF1|Receptor signaling complex scaffold activity (GO:0030159)|-|Anti-apoptosis (GO:0006916)|12963020|Cytoplasm (GO:0005737);Golgi apparatus (GO:0005794)|9267021;11457460
DCST1|Ubiquitin-specific protease activity (GO:0004843)|-|Protein metabolism (GO:0019538)|-|-|-
DCST2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
MBOAT5|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
MBOAT2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Plasma membrane (GO:0005886)|-
CGREF1|Calcium ion binding (GO:0005509)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
MBOAT1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
CSPG4|Protein binding (GO:0005515)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Plasma membrane (GO:0005886)|8790396
CSPG5|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Golgi membrane (GO:0000139)|12885772
MOCOS|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
SMYD1|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
SMYD2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Nucleus (GO:0005634)|-
SMYD3|Methyltransferase activity (GO:0008168)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|15235609
SMYD4|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
SMYD5|Methyltransferase activity (GO:0008168)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
AARS|Ligase activity (GO:0016874)|-|Protein metabolism (GO:0019538)|-|Cytoplasm (GO:0005737);Mitochondrion (GO:0005739)|11532948
SPEG|Molecular function unknown (GO:0005554)|-|Cell growth and/or maintenance (GO:0008151)|-|Nucleus (GO:0005634)|8663449;10318857
SPEN|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|11331609;12374742
POLR3GL|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
XKRY2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Integral to membrane (GO:0016021)|-
AASS|Oxidoreductase activity (GO:0016491)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739)|10567240
IFNGR2|Receptor activity (GO:0004872)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|11585785
IFNGR1|Transmembrane receptor activity (GO:0004888)|-|Immune response (GO:0006955)|-|Plasma membrane (GO:0005886)|11585785
PTPDC1|Protein tyrosine phosphatase activity (GO:0004725)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
LRRIQ1|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
NOB1|Ribonuclease activity (GO:0004540)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|-|-
LRRIQ2|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
CLYBL|Lyase activity (GO:0016829)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
PECI|Isomerase activity (GO:0016853)|10419495|Fatty acid metabolism (GO:0006631);Metabolism (GO:0008152);Energy pathways (GO:0006091)|10419495|Peroxisome (GO:0005777)|10419495
AATF|Transcription factor activity (GO:0003700)|-|Apoptosis (GO:0006915)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737);Nucleolus (GO:0005730)|12847090;14627703;15635413;11790298
SPG7|Metallopeptidase activity (GO:0008237)|-|Protein metabolism (GO:0019538)|-|Mitochondrion (GO:0005739)|9635427
AATK|Protein-tyrosine kinase activity (GO:0004713)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737);Endoplasmic reticulum (GO:0005783)|10837911;12670708
DLX2|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12957859
DLX3|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|11113121
DLX4|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12820413
DLX5|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|10516593
DLX6|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|-
DLX1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|14769946;14671321
IL17A|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|7499828;11936535
IL17B|Cytokine activity (GO:0005125)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|-
IL17C|Cytokine activity (GO:0005125)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Extracellular (GO:0005576)|10639155
BRSK2|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|15150265
IL17D|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|12097364
IL17F|Cytokine activity (GO:0005125)|-|Immune response (GO:0006955)|-|Extracellular (GO:0005576)|11591732
BRSK1|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737);Nucleus (GO:0005634)|15150265
UGT2B10|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|-
UGT2B11|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|9675083
MOCS1|Molecular function unknown (GO:0005554)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Nucleus (GO:0005634)|9731530
MOCS2|Catalytic activity (GO:0003824)|9889283|Metabolism (GO:0008152)|9889283|-|-
MOCS3|Sulfotransferase activity (GO:0008146)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737)|15073332
UGT2B15|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|9202245
UGT2B17|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|8798464
CYP24A1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739)|10218951
PECR|Oxidoreductase activity (GO:0016491)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Peroxisome (GO:0005777)|11669066
C20orf198|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf197|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf196|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
COX7A1|Oxidoreductase activity (GO:0016491)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739);Cytoplasm (GO:0005737)|9344674;9752724
COX7A2|Oxidoreductase activity (GO:0016491)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739);Cytoplasm (GO:0005737)|11004498;9752724
NOD1|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|11058605
NOD2|Receptor signaling complex scaffold activity (GO:0030159)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|11834373
C20orf195|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf194|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
ACSBG1|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Cytoplasm (GO:0005737);Microsome (GO:0005792);Mitochondrion (GO:0005739)|10954726;14516277;12975357
ACSBG2|Molecular function unknown (GO:0005554)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|-|-
SPI1|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|8219191
PEF1|Calcium ion binding (GO:0005509)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|Cytoplasm (GO:0005737)|11278427
UGT2B28|Transferase activity (GO:0016740)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Endoplasmic reticulum (GO:0005783)|11300766
SPIB|Transcription factor activity (GO:0003700)|1406622|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|1406622|Nucleus (GO:0005634);Cytoplasm (GO:0005737)|8670269
SPIC|Transcription regulator activity (GO:0030528)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|12459275
C20orf186|Molecular function unknown (GO:0005554)|-|Immune response (GO:0006955)|-|Cytoplasm (GO:0005737)|12837268
C20orf185|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
COX7B2|Catalytic activity (GO:0003824)|-|Metabolism (GO:0008152);Energy pathways (GO:0006091)|-|Mitochondrion (GO:0005739)|-
ANKK1|Protein serine/threonine kinase activity (GO:0004674)|-|Cell communication (GO:0007154);Signal transduction (GO:0007165)|-|-|-
KIAA1881|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|Cytoplasm (GO:0005737)|12840023
PEG3|Transcription factor activity (GO:0003700)|-|Regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism (GO:0019219)|-|Nucleus (GO:0005634)|11260267
C20orf179|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf177|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf175|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf174|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
C20orf173|Molecular function unknown (GO:0005554)|-|Biological_process unknown (GO:0000004)|-|-|-
